;;;;;;;;;;;;;x
GON_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
GON_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
GON_reactionary;Ras Faction;Faction Ras;Ras Fraktion;;;;;;;;;;;
GON_reactionary;Ras Faction;Faction Ras;Ras Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
GON_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
GON_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;;x;;;;;;;;;;;;;;
GOY;Goyaz;;;;;;;;;;;;;x
GOY_ADJ;Goyano;;;;;;;;;;;;;x
GPR;Grande Paraguay;;;;;;;;;;;;x
GPR_absolute_monarchy;Imperio Paraguayo;;;;;;;;;;;;x 
GPR_ADJ;Paraguayan;;;;;;;;;;;;x 
GPR_hms_government;Imperio Paraguayo;;;;;;;;;;;;x 
GPR_prussian_constitutionalism;Imperio Paraguayo;;;;;;;;;;;;x 
GRA;Grenada;;;;;;;;;;;;;
GRA;Grenada;;;;;;;;;;;;x
GRA_ADJ;Grenadian;;;;;;;;;;;;;
GRA_ADJ;Grenadian;;;;;;;;;;;;x
GRC;German Confederation;;;;;;;;;;;;x 
GRC_ADJ;German;;;;;;;;;;;;x
GRD;Greater Germany;;;;;;;;;;;;x
GRD_ADJ;German;;;;;;;;;;;;x
GRE_anarcho_liberal;EthnikÛn RizospastikÛn KÛmma;;;;;;;;;;;;;
GRE_communist;KommounistikÛ KÛmma Ell·das;;;;;;;;;;;;;
GRE_conservative;SyntagmatikÛ KÛmma;;;;;;;;;;;;;
GRE_conservative_2;KÛmma EthnikÛfronon;;;;;;;;;;;;;
GRE_fascist;Ethniki Enosis Ellados;;;;;;;;;;;;;
GRE_liberal;EthnikÛ KÛmma;;;;;;;;;;;;;
GRE_liberal_2;NeoteristikÛn KÛmma;;;;;;;;;;;;;
GRE_reactionary;KÛmma ton NapaÌon;;;;;;;;;;;;;
GRE_socialist;SosialistikÛ KÛmma Ell·das;;;;;;;;;;;;;
GRM;Greco-Roman State;;;;;;;;;;;;;x
GRM_absolute_monarchy;Greco-Roman Empire;;;;;;;;;;;;;x
GRM_ADJ;Rhomanian;;;;;;;;;;;;;x
GRM_democracy;Rhomanian Republic;;;;;;;;;;;;;x
GRM_hms_government;Greco-Roman Empire;;;;;;;;;;;;;x
GRM_prussian_constitutionalism;Greco-Roman Empire;;;;;;;;;;;;;x
GRN;Greenland;;;;;;;;;;;;;
GRN;Guarani;;;;;;;;;;;;x
GRN_absolute_monarchy;Guarani Empire;;;;;;;;;;;;x 
GRN_ADJ;Greenlandic;;;;;;;;;;;;;
GRN_ADJ;Guarani;;;;;;;;;;;;x
GRN_hms_government;Guarani Empire;;;;;;;;;;;;x
GRN_prussian_constitutionalism;Guarani Empire;;;;;;;;;;;;x
GRP;Grao Para;;;;;;;;;;;;;x
GRP_ADJ;Paraense;;;;;;;;;;;;;x
guajiro;Wayuu;;;;;;;;;;;;;
gur;Gur;;;;;;;;;;;;;
GUY;Guyana;;;;;;;;;;;;;
GUY;Guyana;;;;;;;;;;;;;x
GUY_ADJ;Guyanese;;;;;;;;;;;;;
GUY_ADJ;Guyanese;;;;;;;;;;;;;x
GUY_anarcho_liberal;American Faction;;;;;;;;;;;;;
GUY_anarcho_liberal;American Faction;;;;;;;;;;;;;x
GUY_communist;British Guiana Labour Union;;;;;;;;;;;;;
GUY_communist;British Guiana Labour Union;;;;;;;;;;;;;x
GUY_conservative;Dutch Faction;;;;;;;;;;;;;
GUY_conservative;Dutch Faction;;;;;;;;;;;;;x
GUY_fascist;Unity Party;;;;;;;;;;;;;
GUY_fascist;Unity Party;;;;;;;;;;;;;x
GUY_liberal;French Faction;;;;;;;;;;;;;
GUY_liberal;French Faction;;;;;;;;;;;;;x
GUY_reactionary;British Faction;;;;;;;;;;;;;
GUY_reactionary;British Faction;;;;;;;;;;;;;x
GUY_socialist;Ruimveldt Party;;;;;;;;;;;;;
GUY_socialist;Ruimveldt Party;;;;;;;;;;;;;x
GXI;Guangxi;Clique de Guangxi;Guangxi-Clique;;;;;;;;;;;x
GXI_presidential_dictatorship;Guangxi Clique;Clique de Guangxi;Guangxi-Clique;;;;;;;;;;;
GXI_presidential_dictatorship;Guangxi Clique;Clique de Guangxi;Guangxi-Clique;;;;;;;;;;;x
HAI_anarcho_liberal;Parti Radical;;;;;;;;;;;;;
HAI_communist;Parti Communiste Haitien;;;;;;;;;;;;;
HAI_conservative;Parti National;;;;;;;;;;;;;
HAI_fascist;Parti Fasciste;;;;;;;;;;;;;
HAI_liberal;Parti Liberal;;;;;;;;;;;;;
HAI_reactionary;Haitien Nationaliste Parti;;;;;;;;;;;;;
HAI_socialist;Parti Socialiste;;;;;;;;;;;;;
HAL;Ha'il;;;;;;;;;;;;;
HAL;Ha'il;;;;;;;;;;;;x
HAL_absolute_monarchy_ADJ;Rashidi;;;;;;;;;;;;x
HAL_ADJ;Haili;;;;;;;;;;;;;
HAL_ADJ;Haili;;;;;;;;;;;;x
HAL_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
HAL_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;x
HAL_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
HAL_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;x
HAL_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
HAL_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;x
HAL_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
HAL_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;x
HAL_hms_government_ADJ;Rashidi;;;;;;;;;;;;x
HAL_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
HAL_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;x
HAL_prussian_constitutionalism_ADJ;Rashidi;;;;;;;;;;;;x
HAL_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
HAL_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;x
HAL_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
HAL_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;x
HAR;Harar;Harar;Harar;;Harar;;;;;;;;;
harari;Habesha;;;;;;;;;;;;;
HAR_ADJ;Harari;Hararienne;Hararische;;;;;;;;;;;
HAR_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
HAR_communist;Communist Party;Parti communiste;Kommunistische Partei;;;;;;;;;;;
HAR_conservative;Emir's Faction;Faction Emir;Emir Fraktion;;;;;;;;;;;
HAR_fascist;Islamic Party;Parti islamique;Islamische Partei;;;;;;;;;;;
HAR_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
HAR_reactionary;Religious Faction;Faction religieuse;Religiˆse Fraktion;;;;;;;;;;;
HAR_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
HBE;Huehuehue Republic;;;;;;;;;;;;;x
HBE_absolute_monarchy;Holy Brazilian Empire;;;;;;;;;;;;;x 
HBE_ADJ;Holy Brazilian;;;;;;;;;;;;;x
HBE_communist;Holy Proletarian Kingdom;;;;;;;;;;;;;x
HBE_democracy;Brazilian Theocracy;;;;;;;;;;;;;x
HBE_fascist;Holy Brazilian State;;;;;;;;;;;;;x 
HBE_hms_government;Holy Brazilian Empire;;;;;;;;;;;;;x
HBE_prussian_constitutionalism;Holy Brazilian Empire;;;;;;;;;;;;;x 
HBY;Hobyo;;;;;;;;;;;;;
HBY_ADJ;Somali;;;;;;;;;;;;;
HDU;Hindustan;;;;;;;;;;;;;
HDU;Hindustan;;;;;;;;;;;;x
HDU_ADJ;Hindustani;;;;;;;;;;;;;
HDU_ADJ;Hindustani;;;;;;;;;;;;x
HEL;Hellas;;;;;;;;;;;;;x
HEL_absolute_monarchy;Hellenic Empire;;;;;;;;;;;;;x
HEL_ADJ;Hellenic;;;;;;;;;;;;;x
HEL_democracy;Hellenic Republic;;;;;;;;;;;;;x
HEL_hms_government;Hellenic Empire;;;;;;;;;;;;;x
HEL_prussian_constitutionalism;Hellenic Empire;;;;;;;;;;;;;x
HIS;Hispania;;;;;;;;;;;;x 
HIS_absolute_monarchy;Empire of Hispania;;;;;;;;;;;;x 
HIS_ADJ;Hispanian;;;;;;;;;;;;x
HIS_democracy;Republic of Hispania;;;;;;;;;;;;x 
HIS_hms_government;Empire of Hispania;;;;;;;;;;;;x 
HIS_prussian_constitutionalism;Empire of Hispania;;;;;;;;;;;;x 
HKC;Holy Kingdom of Christ;;;;;;;;;;;;x
HKC_ADJ;Christian;;;;;;;;;;;;x 
HNC;Han Empire;;;;;;;;;;;;x
HNC_ADJ;Chinese;;;;;;;;;;;;x 
HND_absolute_monarchy;Indian Empire;;;;;;;;;;;;;x
HND_hms_government;Indian Empire;;;;;;;;;;;;;x
HND_prussian_constitutionalism;Indian Empire;;;;;;;;;;;;;x
HNN;Hunan;;;;;;;;;;;;;
HNN;Hunan;;;;;;;;;;;;x
HNN_ADJ;Hunan;;;;;;;;;;;;;
HNN_ADJ;Hunan;;;;;;;;;;;;x
HNN_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
HNN_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;x
HNN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
HNN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;x
HNN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
HNN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;x
HNN_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
HNN_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;x
HNN_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
HNN_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;x
HNN_presidential_dictatorship;Hunan Clique;;;;;;;;;;;;;
HNN_presidential_dictatorship;Hunan Clique;;;;;;;;;;;;x
HNN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
HNN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;x
HNN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
HNN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;x
HOL_anarcho_liberal;Radicale Partij;;;;;;;;;;;;;
HOL_anarcho_liberal;Radicale Partij;;;;;;;;;;;;x
HOL_fascist;Verbond Van Actualisten;;;;;;;;;;;;;
HOL_socialist_1;Sociaal-Democratische Vereeniging;;;;;;;;;;;;;
HOL_socialist_2;Sociaal-Democratische Bond;;;;;;;;;;;;;
HOL_socialist_3;Sociaal Democratische Arbeiders Partij;;;;;;;;;;;;;
HRE;Holy Russia;;;;;;;;;;;;x
HRE_absolute_monarchy;Holy Russian Empire;;;;;;;;;;;;x
HRE_ADJ;Holy Russian;;;;;;;;;;;;x 
HRE_hms_government;Holy Russian Empire;;;;;;;;;;;;x
HRE_prussian_constitutionalism;Holy Russian Empire;;;;;;;;;;;;x
HSP;Hispaniola;;;;;;;;;;;;x
HSP_ADJ:Hispaniolan;;;;;;;;;;;;x
HTY;Turkmeneli;;;;;;;;;;;;;
HTY_ADJ;Turkomani;;;;;;;;;;;;;
HUI;Anhui;;;;;;;;;;;;;
HUI;Anhui;;;;;;;;;;;;x
HUI_ADJ;Anhui;;;;;;;;;;;;;
HUI_ADJ;Anhui;;;;;;;;;;;;x
HUI_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
HUI_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;x
HUI_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
HUI_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;x
HUI_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
HUI_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;x
HUI_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
HUI_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;x
HUI_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
HUI_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;x
HUI_presidential_dictatorship;Anhui Clique;;;;;;;;;;;;;
HUI_presidential_dictatorship;Anhui Clique;;;;;;;;;;;;x
HUI_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
HUI_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;x
HUI_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
HUI_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;x
IBR;Iberia;;;;;;;;;;;;;
IBR;Iberia;;;;;;;;;;;;;x
IBR_ADJ;Iberian;;;;;;;;;;;;;
IBR_ADJ;Iberian;;;;;;;;;;;;;x
ICR;Rhineland Germany;;;;;;;;;;;;x
ICR_absolute_monarchy;Imperial Confederation of the Rhine;;;;;;;;;;;;x 
ICR_ADJ;Rhine German;;;;;;;;;;;;x 
ICR_democracy;German Republic;;;;;;;;;;;;x 
ICR_fascist_dictatorship;German Reich;;;;;;;;;;;;x 
ICR_hms_government;Imperial Confederation of the Rhine;;;;;;;;;;;;x 
ICR_presidential_dictatorship;German Republic;;;;;;;;;;;;x 
ICR_proletarian_democracy;German People¥s Republic;;;;;;;;;;;;x 
ICR_proletarian_dictatorship;German Commune;;;;;;;;;;;;x 
ICR_prussian_constitutionalism;Imperial Confederation of the Rhine;;;;;;;;;;;;x 
INC:Inca;;;;;;;;;;;;;x
INC_absolute_monarchy;Incan Empire;;;;;;;;;;;;;x
INC_ADJ;Incan;;;;;;;;;;;;;x
INC_democracy;Incan Republic;;;;;;;;;;;;;x
INC_fascist_dictatorship;State of the Indians;;;;;;;;;;;;;x
INC_hms_government;Incan Empire;;;;;;;;;;;;;x
INC_presidential_dictatorship;Incan Republic;;;;;;;;;;;;;x
INC_proletarian_dictatorship;Indian Union;;;;;;;;;;;;;x
INC_prussian_constitutionalism;Incan Empire;;;;;;;;;;;;;x
INO;Indonesia;IndonÈsie;Indonesien;;Indonesia;;;;;;;;;
INO;Indonesia;IndonÈsie;Indonesien;;Indonesia;;;;;;;;;x
INO_ADJ;Indonesian;IndonÈsienne;Indonesisch;;Indonesio;;;;;;;;;
INO_ADJ;Indonesian;IndonÈsienne;Indonesisch;;Indonesio;;;;;;;;;x
INO_anarcho_liberal;Partai Nasdem;;;;;;;;;;;;;
INO_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
INO_communist;Partai Komunis Indonesia;;;;;;;;;;;;;
INO_communist;The Communist Faction;;;;;;;;;;;;x
INO_conservative;Partai Golongan Karya;;;;;;;;;;;;;
INO_conservative;Royal Faction;;;;;;;;;;;;x
INO_fascist;Partai Gerakan Indonesia Raya;;;;;;;;;;;;;
INO_fascist;The Fascist Faction;;;;;;;;;;;;x
INO_liberal;Partai Majelis Syuro Muslimin Indonesia;;;;;;;;;;;;;
INO_liberal;The Liberal Faction;;;;;;;;;;;;x
INO_liberal_2;Partai Demokrat;;;;;;;;;;;;;
INO_reactionary;Nahdlatul Ulama;;;;;;;;;;;;;
INO_reactionary;The Nationalist Faction;;;;;;;;;;;;x
INO_socialist;Partai Sosialis Indonesia;;;;;;;;;;;;;
INO_socialist;The Socialist Faction;;;;;;;;;;;;x
INO_socialist_2;Partai Nasional Indonesia;;;;;;;;;;;;;
INT;Intermarium;;;;;;;;;;;;;x
INT_ADJ;Intermarium;;;;;;;;;;;;;x
IOM;Isle of Man;Œle de Man;Isle of Man;;Isle of Man;;;;;;;;;
IOM;Isle of Man;Œle de Man;Isle of Man;;Isle of Man;;;;;;;;;x
IOM_ADJ;Manx;Mannois;Mannisch;ManÈs;;;;;;;;;;
IOM_ADJ;Manx;Mannois;Mannisch;ManÈs;;;;;;;;;x
IOM_anarcho_liberal;Positive Action Group;Positive Action Group;Positive Action Group;;Positive Action Group;;;;;;;;;
IOM_anarcho_liberal;Positive Action Group;Positive Action Group;Positive Action Group;;Positive Action Group;;;;;;;;;;;x
IOM_communist;Communist Party;Communist Party;Communist Party;;Communist Party;;;;;;;;;
IOM_communist;Communist Party;Communist Party;Communist Party;;Communist Party;;;;;;;;;;;x
IOM_conservative;People's Political Association;People's Political Association;People's Political Association;;People's Political Association;;;;;;;;;
IOM_conservative;People's Political Association;People's Political Association;People's Political Association;;People's Political Association;;;;;;;;;;;x
IOM_fascist;Mec Vannin;Mec Vannin;Mec Vannin;;Mec Vannin;;;;;;;;;
IOM_fascist;Mec Vannin;Mec Vannin;Mec Vannin;;Mec Vannin;;;;;;;;;;;x
IOM_liberal;Liberal Party;Liberal Party;Liberal Party;;Liberal Party;;;;;;;;;
IOM_liberal;Liberal Party;Liberal Party;Liberal Party;;Liberal Party;;;;;;;;;;;x
IOM_reactionary;National Party;National Party;National Party;;National Party;;;;;;;;;
IOM_reactionary;National Party;National Party;National Party;;National Party;;;;;;;;;;;x
IOM_socialist;Labour Party;Labour Party;Labour Party;;Labour Party;;;;;;;;;
IOM_socialist;Labour Party;Labour Party;Labour Party;;Labour Party;;;;;;;;;;;x
ION_anarcho_liberal;EthnikÛn RizospastikÛn KÛmma;;;;;;;;;;;;;
ION_communist;KommounistikÛ KÛmma;;;;;;;;;;;;;
ION_conservative;Metarrythmistes;;;;;;;;;;;;;
ION_fascist;Ethniki Enosis;;;;;;;;;;;;;
ION_liberal;Rizospastes;;;;;;;;;;;;;
ION_reactionary;Prostasianoi;;;;;;;;;;;;;
ION_socialist;SosialistikÛ KÛmma;;;;;;;;;;;;;
IRE_communist;Communist Party of Ireland;;;;;;;;;;;;;
IRE_conservative;Irish Conservative Party;;;;;;;;;;;;;
IRE_fascist;The Blueshirts;;;;;;;;;;;;;
ITA_anarcho_liberal;Estrema Sinistra Liberale;Estrema Sinistra Liberale;Estrema Sinistra Liberale;;Estrema Sinistra Liberale;;;;;;;;;x
ITA_anarcho_liberal;L'Estrema Liberale;;;;;;;;;;;;;
ITA_bourgeois_dictatorship_ADJ;Italian;;;;;;;;;;;;;
ITA_communist;Partito Comunista d'Italia;;;;;;;;;;;;;
ITA_communist;Partito Comunista d'Italia;Partito Comunista d'Italia;Partito Comunista d'Italia;;Partito Comunista d'Italia;;;;;;;;;x
ITA_conservative;Destra Liberale;Destra Liberale;Destra Liberale;;Destra Liberale;;;;;;;;;x
ITA_conservative;La Destra;;;;;;;;;;;;;
ITA_conservative_2;Partito Liberale Italiano;;;;;;;;;;;;;
ITA_conservative_2;Partito Liberale Italiano;Partito Liberale Italiano;Partito Liberale Italiano;;Partito Liberale Italiano;;;;;;;;;x
ITA_conservative_3;Partito Popolare Italiano;Partito Popolare Italiano;Partito Popolare Italiano;;Partito Popolare Italiano;;;;;;;;;x
ITA_conservative_3;Sinistra Dissidente;;;;;;;;;;;;;
ITA_democracy;Italy;;;;;;;;;;;;;
ITA_fascist;Partito Nazionale Fascista;;;;;;;;;;;;;
ITA_fascist;Partito Nazionale Fascista;Partito Nazionale Fascista;Partito Nazionale Fascista;;Partito Nazionale Fascista;;;;;;;;;x
ITA_liberal;La Sinistra;;;;;;;;;;;;;
ITA_liberal;Sinistra Liberale;Sinistra Liberale;Sinistra Liberale;;Sinistra Liberale;;;;;;;;;x
ITA_liberal_2;Partito Repubblicano Italiano;;;;;;;;;;;;;
ITA_liberal_2;Partito Repubblicano Italiano;Partito Repubblicano Italiano;Partito Repubblicano Italiano;;Partito Repubblicano Italiano;;;;;;;;;x
ITA_proletarian_dictatorship;The People's Republic of Italy;;;;;;;;;;;;;
ITA_proletarian_dictatorship_ADJ;Italian;;;;;;;;;;;;;
ITA_reactionary;Fazione Monarchica;Fazione Monarchica;Fazione Monarchica;;Fazione Monarchica;;;;;;;;;x
ITA_reactionary;Fazione Monarchica;Restorationiste;Ristorazionista;;Restauracionistas;;;;;;;;;
ITA_socialist;L'Estrema;;;;;;;;;;;;;
ITA_socialist;Partito Socialista Italiano;Partito Socialista Italiano;Partito Socialista Italiano;;Partito Socialista Italiano;;;;;;;;;x
ITA_socialist_2;Partito Socialista Italiano;;;;;;;;;;;;;
ITE;Italia;;;;;;;;;;;;x
ITE_absolute_monarchy;Italian Empire;;;;;;;;;;;;x 
ITE_ADJ;Itanian;;;;;;;;;;;;x
ITE_democracy;Greater Italian Republic;;;;;;;;;;;;x 
ITE_fascist_dictatorship;State of Italia;;;;;;;;;;;;x 
ITE_hms_government;Italian Empire;;;;;;;;;;;;x 
ITE_presidential_dictatorship;Aristocratic Republic of Italy;;;;;;;;;;;;x
ITE_proletarian_democracy;People's Republic of Italia;;;;;;;;;;;;x 
ITE_proletarian_dictatorship;Commune of Italia;;;;;;;;;;;;x 
ITE_prussian_constitutionalism;Italian Empire;;;;;;;;;;;;x 
IVC;Ivory Coast;;;;;;;;;;;;;
IVC;Ivory Coast;;;;;;;;;;;;x
IVC_ADJ;Ivorian;;;;;;;;;;;;;
IVC_ADJ;Ivorian;;;;;;;;;;;;x
IVC_anarcho_liberal;URDIESCI;;;;;;;;;;;;;
IVC_communist;Ivorian Popular Front;;;;;;;;;;;;;
IVC_conservative;Entente of Independents;;;;;;;;;;;;;
IVC_fascist;Movement of the Forces of the Future;;;;;;;;;;;;;
IVC_liberal;Rally of the Republicans;;;;;;;;;;;;;
IVC_reactionary;Democratic Party;;;;;;;;;;;;;
IVC_socialist;African Socialist Movement;;;;;;;;;;;;;
IZH;Ingria;;;;;;;;;;;;;
IZH;Ingria;;;;;;;;;;;;x
IZH_ADJ;Ingrian;;;;;;;;;;;;;
IZH_ADJ;Ingrian;;;;;;;;;;;;x
JAL;Futa Jallon;Fouta Djalon;Fuuta Jalon;;Fouta Yallon;;;;;;;;;
JAL;Fuuta Jallon;Fouta Djalon;Fuuta Jalon;;Fouta Yallon;;;;;;;;;;x;;;;;;;;;;;;;;
JAL_ADJ;Jallon;Djalon;Jalon;;;;;;;;;;;
JAL_ADJ;Jallon;Djalon;Jalon;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAL_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
JAL_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAL_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
JAL_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAL_conservative;Almami's Faction;Faction Almami;Almami Fraktion;;;;;;;;;;;
JAL_conservative;Almami's Faction;Faction Almami;Almami Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAL_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
JAL_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAL_liberal;Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
JAL_liberal;Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAL_reactionary;The Jihadis;Les djihadistes;Das Jihadis;;;;;;;;;;;
JAL_reactionary;The Jihadis;Les djihadistes;Das Jihadis;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAL_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
JAL_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAM;Jamaica;JamaÔque;Jamaica;;Jamaica;;;;;;;;;
JAM;Jamaica;JamaÔque;Jamaica;;Jamaica;;;;;;;;;x
JAM_ADJ;Jamaican;JamaÔcain;Jamaican;;Jamaican;;;;;;;;;
JAM_ADJ;Jamaican;JamaÔcain;Jamaican;;Jamaican;;;;;;;;;x
JAM_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;
JAM_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;x
JAM_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;
JAM_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;x
JAM_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
JAM_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x
JAM_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
JAM_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
JAM_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
JAM_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x
JAM_reactionary;Alliance for National Unity;Alliance for National Unity;Alliance for National Unity;;;;;;;;;;;
JAM_reactionary;Alliance for National Unity;Alliance for National Unity;Alliance for National Unity;;;;;;;;;;;x
JAM_socialist;People's Political Party;People's Political Party;People's Political Party;;;;;;;;;;;
JAM_socialist;People's Political Party;People's Political Party;People's Political Party;;;;;;;;;;;x
JAP_absolute_monarchy;Imperial Japan;;;;;;;;;;;;;
JAP_absolute_monarchy;Imperial Japan;;;;;;;;;;;x
JAP_anarcho_liberal;Ishin Seit? Shimp?;Faction radicale;Radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAP_anarcho_liberal;Ishin Seito Shimpu;;;;;;;;;;;;;
JAP_communist;Kyousantou;Faction communiste;Kommunistische Fraktion;;;;;;;;;;;
JAP_communist;Kyousantou;Faction communiste;Kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAP_conservative;Rikken Teiseitou;Faction de la cour;Court Faction;;;;;;;;;;;
JAP_conservative;Rikken Teiseitou;Faction de la cour;Court Faction;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAP_conservative_2;Rikken Kaishintou;Faction impÈrialiste;Imperialist Faction;;;;;;;;;;;
JAP_conservative_2;Rikken Kaishintou;Faction impÈrialiste;Imperialist Faction;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAP_conservative_3;Tachiagare Nippon;Faction conservatrice;Conservative Faction;;;;;;;;;;;
JAP_conservative_3;Tachiagare Nippon;Faction conservatrice;Conservative Faction;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAP_fascist;Kokuhonsha;Faction fasciste;Faschistische Faction;;;;;;;;;;;
JAP_fascist;Kokuhonsha;Faction fasciste;Faschistische Faction;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAP_liberal;Aikokusha;Faction libÈrale;Liberal Faction;;;;;;;;;;;
JAP_liberal;Aikokusha;Faction libÈrale;Liberal Faction;;;;;;;;;;;;x;;;;;;;;;;;;;;
JAP_reactionary;Handoutou;Faction Shogunate;Shogunate Faction;;;;;;;;;;;
JAP_reactionary;Handoutou;Faction Shogunate;Shogunate Faction;;;;;;;;;;;;x;;;;;;;;;;;;;;
